iter	Passed	Remaining
1664	47303	5255
1665	47327	5227
1666	47351	5198
1667	47376	5169
1668	47400	5140
1669	47442	5113
1670	47466	5084
1671	47489	5055
1672	47518	5027
1673	47550	4999
1674	47589	4972
1675	47627	4944
1676	47655	4916
1677	47684	4887
1678	47708	4858
1679	47731	4829
1680	47754	4801
1681	47778	4772
1682	47834	4746
1683	47895	4721
1684	47925	4692
1685	47953	4664
1686	47978	4635
1687	48002	4606
1688	48025	4577
1689	48048	4548
1690	48090	4521
1691	48115	4493
1692	48137	4464
1693	48160	4435
1694	48183	4406
1695	48205	4377
1696	48228	4348
1697	48251	4319
1698	48274	4290
1699	48298	4261
1700	48321	4232
1701	48346	4204
1702	48373	4175
1703	48395	4146
1704	48418	4117
1705	48441	4088
1706	48466	4060
1707	48488	4031
1708	48513	4002
1709	48538	3973
1710	48564	3945
1711	48588	3916
1712	48613	3887
1713	48636	3859
1714	48661	3830
1715	48684	3801
1716	48708	3772
1717	48756	3746
1718	48783	3717
1719	48806	3688
1720	48829	3660
1721	48852	3631
1722	48875	3602
1723	48901	3574
1724	48924	3545
1725	48949	3516
1726	48975	3488
1727	48997	3459
1728	49020	3430
1729	49043	3401
1730	49066	3373
1731	49090	3344
1732	49112	3315
1733	49134	3286
1734	49177	3259
1735	49201	3230
1736	49227	3202
1737	49251	3173
1738	49275	3145
1739	49300	3116
1740	49322	3087
1741	49344	3059
1742	49367	3030
1743	49391	3001
1744	49431	2974
1745	49459	2946
1746	49483	2917
1747	49507	2888
1748	49531	2860
1749	49558	2831
1750	49583	2803
1751	49607	2774
1752	49631	2746
1753	49657	2717
1754	49680	2689
1755	49705	2660
1756	49728	2632
1757	49752	2603
1758	49775	2575
1759	49798	2546
1760	49823	2518
1761	49847	2489
1762	49871	2461
1763	49895	2432
1764	49918	2403
1765	49941	2375
1766	49967	2347
1767	49993	2318
1768	50016	2290
1769	50040	2261
1770	50064	2233
1771	50107	2205
1772	50129	2177
1773	50154	2148
1774	50177	2120
1775	50200	2091
1776	50223	2063
1777	50246	2034
1778	50272	2006
1779	50296	1977
1780	50319	1949
1781	50342	1921
1782	50369	1892
1783	50394	1864
1784	50417	1835
1785	50441	1807
1786	50465	1779
1787	50489	1750
1788	50514	1722
1789	50540	1694
1790	50566	1665
1791	50590	1637
1792	50614	1609
1793	50637	1580
1794	50660	1552
1795	50684	1523
1796	50708	1495
1797	50756	1467
1798	50786	1439
1799	50825	1411
1800	50854	1383
1801	50884	1355
1802	50908	1327
1803	50933	1298
1804	50958	1270
1805	50982	1242
1806	51007	1213
1807	51031	1185
1808	51055	1157
1809	51078	1128
1810	51101	1100
1811	51124	1072
1812	51149	1043
1813	51243	1016
1814	51284	988
1815	51308	960
1816	51331	932
1817	51356	903
1818	51380	875
1819	51424	847
1820	51449	819
1821	51474	791
1822	51499	762
1823	51525	734
1824	51551	706
1825	51575	677
1826	51600	649
1827	51628	621
1828	51654	593
1829	51684	564
1830	51708	536
1831	51731	508
1832	51754	479
1833	51779	451
1834	51803	423
1835	51827	395
1836	51852	366
1837	51876	338
1838	51900	310
1839	51924	282
1840	51948	253
1841	51971	225
1842	51995	197
1843	52019	169
1844	52043	141
1845	52094	112
1846	52124	84
1847	52148	56
1848	52173	28
1849	52198	0
