iter	Logloss
455	0.01897263589
456	0.01895654533
457	0.01894828831
458	0.01887175161
459	0.01886346239
460	0.01885546014
461	0.01884751555
462	0.01877342108
463	0.01865834654
464	0.0186501511
465	0.01849910018
466	0.01849116875
467	0.01848331547
468	0.01846935824
469	0.01838027537
470	0.01837265513
471	0.0183650549
472	0.01817678762
473	0.01816874734
474	0.01816114721
475	0.01813867343
476	0.01811172961
477	0.01797643328
478	0.01796400063
479	0.0178461336
480	0.01783860943
481	0.01783195687
482	0.01782466973
483	0.01776871642
484	0.01776114383
485	0.01774738656
486	0.01764225278
487	0.01762538611
488	0.01761799366
489	0.01760400993
490	0.01759688101
491	0.01758867441
492	0.01747945774
493	0.01746627185
494	0.01740359688
495	0.01729663086
496	0.01723344693
497	0.0172253002
498	0.01721841965
499	0.01718729943
500	0.01718049342
501	0.01717368579
502	0.01716701283
503	0.01716032606
504	0.01705907913
505	0.01691131822
506	0.01690464222
507	0.01676546419
508	0.01675820851
509	0.0167460555
510	0.01673936796
511	0.01663764848
512	0.0166298441
513	0.01655043503
514	0.01654378028
515	0.01653755252
516	0.01653115425
517	0.01651738897
518	0.01640719908
519	0.01640011982
520	0.01638656251
521	0.01636332091
522	0.01635589091
523	0.01629799451
524	0.01623417896
525	0.01622599896
526	0.01621982972
527	0.01616710628
528	0.01607025973
529	0.01605118338
530	0.01604419305
531	0.01603026269
532	0.01602509058
533	0.01601904458
534	0.01600291504
535	0.01588710756
536	0.0158788576
537	0.015815846
538	0.01576297464
539	0.01567583067
540	0.01567553873
541	0.01566723245
542	0.01566120169
543	0.01565548012
544	0.01555417162
545	0.01547767905
546	0.0153921768
547	0.01538651909
548	0.01536841271
549	0.01536283354
550	0.0153498378
551	0.01534431018
552	0.01523239565
553	0.01522946687
554	0.01515477184
555	0.01514922908
556	0.01514389361
557	0.01511179684
558	0.01506924262
559	0.01505943024
560	0.01498287295
561	0.01497693579
562	0.01487348739
563	0.01486845453
564	0.01481877731
565	0.01481335148
566	0.01478825839
567	0.01477617058
568	0.01470032945
569	0.01469494947
570	0.01468977841
571	0.0146687932
572	0.01465825074
573	0.01465313143
574	0.01464808056
575	0.01464308783
576	0.01450518363
577	0.014505048
578	0.01450480286
579	0.014491015
580	0.01449088061
581	0.01448875595
582	0.01448428514
583	0.01440074809
584	0.01439501127
585	0.01427398985
586	0.01426400992
587	0.01425890596
588	0.01425390303
589	0.01424897282
590	0.01416011279
591	0.01415508393
592	0.014150955
593	0.01413563607
594	0.01413084063
595	0.01411563664
596	0.01405211341
597	0.01403423092
598	0.01402799697
599	0.01402795112
600	0.01397678973
601	0.01391127356
602	0.01391115776
603	0.01390696134
604	0.0139027959
605	0.01389814057
606	0.01389356291
607	0.01380087322
608	0.01379414508
609	0.01370725111
610	0.01370251181
611	0.01369798286
612	0.01369408219
613	0.01369071574
614	0.01361813651
615	0.01361370678
616	0.01360807127
617	0.01360373256
618	0.0135243945
619	0.0135197344
620	0.01351534403
621	0.01350970433
622	0.01346779766
623	0.01345229573
624	0.013450079
625	0.0134404784
626	0.01342386964
627	0.01340196744
628	0.0133945035
629	0.01338643883
630	0.01333820908
631	0.01333394814
632	0.01332977565
633	0.01332018629
634	0.01331200286
635	0.01331173437
636	0.01328136043
637	0.01327664286
638	0.01327247513
639	0.01326829854
640	0.01324553064
641	0.01313827935
642	0.0131307669
643	0.01312654437
644	0.0131126104
645	0.01306614837
646	0.01306120701
647	0.01305211736
648	0.01304794211
649	0.01302231519
650	0.01297249642
651	0.01296842487
652	0.01296441774
653	0.01296053823
654	0.01295205886
655	0.01294458472
656	0.01294067157
657	0.01288615516
658	0.0128819495
659	0.01282051499
660	0.01281672536
661	0.01280696617
662	0.012803035
663	0.01279590074
664	0.01273256632
665	0.01272845893
666	0.01272191959
667	0.01271597157
668	0.01265412637
669	0.01253686741
670	0.01253303975
671	0.01252029982
672	0.01251355605
673	0.01250888261
674	0.01250520354
675	0.01246649443
676	0.01245582263
677	0.01245578175
678	0.01236864407
679	0.01236490781
680	0.01236124837
681	0.01231929309
682	0.0123192929
683	0.01226360989
684	0.01225146527
685	0.01224874883
686	0.01218607806
687	0.01214762352
688	0.01214402174
689	0.01213849842
690	0.01211854922
691	0.01209647689
692	0.01209293841
693	0.01208944729
694	0.01201378115
695	0.01201021883
696	0.01200443007
697	0.01200091131
698	0.01198556512
699	0.01198261889
700	0.01197610796
701	0.01192228236
702	0.01191750084
703	0.01191076269
704	0.01184370859
705	0.01178807009
706	0.0117844261
707	0.0117844321
708	0.01168122998
709	0.0116772341
710	0.01167720064
711	0.01166877312
712	0.01162942152
713	0.01162762273
714	0.01162757479
715	0.01162756059
716	0.01162752713
717	0.01162747338
718	0.0116241278
719	0.01162156605
720	0.01161992119
721	0.01161987153
722	0.011614958
723	0.01161163625
724	0.01161161175
725	0.01161080085
726	0.01157257287
727	0.01153071375
728	0.01148836703
729	0.01148832595
730	0.01142626773
731	0.01142294264
732	0.01141972383
733	0.01141727426
734	0.01140616814
735	0.01140339756
736	0.01140066807
737	0.01137999709
738	0.01137663092
739	0.01136891794
740	0.01136592863
741	0.01136267998
742	0.01135956838
743	0.01135648186
744	0.01134794015
745	0.01129044463
746	0.01127195987
747	0.01127115746
748	0.011271181
749	0.01123883261
750	0.0112310001
751	0.01123098181
752	0.01122791653
753	0.0111506325
754	0.01107617137
755	0.011071781
756	0.01106869162
757	0.01106565456
758	0.01104776282
759	0.01096377724
760	0.01096037982
761	0.01092002288
762	0.01092003451
763	0.01092001478
764	0.01092001316
765	0.0109198843
766	0.01091984179
767	0.01091985752
768	0.01091957569
769	0.01091956759
770	0.01091955272
771	0.01091954157
772	0.0109195347
773	0.01091950859
774	0.01091949048
775	0.0109194902
776	0.01091942653
777	0.01091665386
778	0.01085062578
779	0.01085054524
780	0.01084690668
781	0.01084249839
782	0.01083949964
783	0.01083637509
784	0.01083366036
785	0.01083346364
786	0.01083345306
787	0.01081078953
788	0.01080687123
789	0.01080424839
790	0.0108042095
791	0.01076545816
792	0.01076303681
793	0.0107601835
794	0.01070863562
795	0.01070861294
796	0.01070861342
797	0.01070861342
798	0.01070860789
799	0.01070860789
800	0.01070860789
801	0.01070860789
802	0.01070655414
803	0.01070653499
804	0.01070654719
805	0.01070651726
806	0.01070648209
807	0.01067653914
808	0.0106732251
809	0.0106710486
810	0.01067098998
811	0.01066642253
812	0.0106640086
813	0.01065201562
814	0.01065029556
815	0.01064567711
816	0.01064562926
817	0.01058144906
818	0.0105784647
819	0.01057570681
820	0.01057144968
821	0.0105714209
822	0.01056640214
823	0.0105631351
824	0.01053417603
825	0.01053198771
826	0.01053195864
827	0.01048594362
828	0.01048492694
829	0.01047243577
830	0.01047234466
831	0.01047058437
832	0.01047060782
833	0.01047056083
834	0.01047055063
835	0.0104705148
836	0.01047048134
837	0.01039855508
838	0.01039543663
839	0.0103926833
840	0.01038994761
841	0.01038728112
842	0.01034822374
843	0.01034751778
844	0.0102799513
845	0.01027651937
846	0.01027485678
847	0.01023526862
848	0.01023288357
849	0.01022549789
850	0.01022020664
851	0.01015787851
852	0.01015555465
853	0.01015323385
854	0.01015153228
855	0.01014924397
856	0.01009300073
857	0.01009033385
858	0.01008771873
859	0.01008511714
860	0.0100851017
861	0.01008288517
862	0.01008033762
863	0.01007788214
864	0.0100753691
865	0.01007304172
866	0.01002653251
867	0.01002653251
868	0.01002434094
869	0.01002434247
870	0.009983930449
871	0.009981365555
872	0.009979241089
873	0.009974823364
874	0.009922157686
875	0.009843144063
876	0.009835226641
877	0.00983521549
878	0.009830666236
879	0.009783221845
880	0.009783192203
881	0.009783105947
882	0.009783106043
883	0.009782804576
884	0.009782788469
885	0.009782776936
886	0.009779421253
887	0.009777207959
888	0.009775120093
889	0.009775024496
890	0.009774974935
891	0.009654520798
892	0.00965163814
893	0.009643975006
894	0.009643966523
895	0.0096439365
896	0.009642084622
897	0.009639624284
898	0.009605135032
899	0.009602703382
900	0.009599778596
901	0.009596756404
902	0.009594375268
903	0.009592026633
904	0.00959199337
905	0.009581077201
906	0.009575843049
907	0.009571608224
908	0.00953364358
909	0.00952707556
910	0.009517603723
911	0.009467089102
912	0.009464118663
913	0.009461809773
914	0.009461772697
915	0.009461729617
916	0.009437218014
917	0.009437178365
918	0.009435152926
919	0.009418898241
920	0.009416288551
921	0.009414057529
922	0.00941182298
923	0.009411810208
924	0.009404930334
925	0.009395527406
926	0.009393264264
927	0.009391335852
928	0.009391335852
929	0.009384759731
930	0.009378518626
931	0.009315946687
932	0.009312341291
933	0.009288509059
934	0.009287163851
935	0.009285274134
936	0.009249108376
937	0.009246803297
938	0.00924680263
939	0.009242663402
940	0.009238931815
941	0.009237622633
942	0.009237621013
943	0.009161546281
944	0.009159582414
945	0.009158498069
946	0.009156598155
947	0.009154392866
948	0.009154361414
949	0.009154333869
950	0.009154200625
951	0.009154164122
952	0.009154144488
953	0.00915403469
954	0.009122705927
955	0.009122652458
956	0.009122481757
957	0.009121139217
958	0.009121104238
959	0.009121100521
960	0.009121063922
961	0.009121006736
962	0.009120980144
963	0.009120973091
964	0.009120918478
965	0.009120919336
966	0.009120894841
967	0.009120893412
968	0.009120867297
969	0.009120704411
970	0.009120695738
971	0.009120639886
972	0.009120624541
973	0.009120535426
974	0.00912048596
975	0.009120478145
976	0.009120484912
977	0.009084704397
978	0.009082521316
979	0.009080351578
980	0.009080338521
981	0.009080304972
982	0.009080171442
983	0.009076247615
984	0.009076228362
985	0.009076207108
986	0.009076193383
987	0.009076193383
988	0.009076193383
989	0.009076193383
990	0.009076193383
991	0.009076193383
992	0.009076193383
993	0.009076193383
994	0.009036382389
995	0.009036386297
996	0.009036369141
997	0.009036361611
998	0.009036316053
999	0.009036302995
1000	0.009036303949
1001	0.009036209591
1002	0.009036215501
1003	0.009036217121
1004	0.009036210926
1005	0.009036210926
1006	0.009036186526
1007	0.009036187861
1008	0.009036180331
1009	0.009036133153
1010	0.00903612019
1011	0.009036026786
1012	0.00903598323
1013	0.009035987233
1014	0.009035903169
1015	0.009035922898
1016	0.009035922898
1017	0.009035922898
1018	0.009035922898
1019	0.009035922898
1020	0.009035922898
1021	0.009035922898
1022	0.009035922898
1023	0.009035922898
1024	0.009035922898
1025	0.009035922898
1026	0.009035922898
1027	0.009035922898
1028	0.009035922898
1029	0.009035922898
1030	0.009035922898
1031	0.009035922898
1032	0.009035922898
1033	0.009035922898
1034	0.009035922898
1035	0.009035922898
1036	0.009035922898
1037	0.009035922898
1038	0.009035922898
1039	0.009035922898
1040	0.009035922898
1041	0.009035922898
1042	0.009035904789
1043	0.009035904789
1044	0.009035904789
1045	0.009035904789
1046	0.009035921564
1047	0.009035821202
1048	0.009035825491
1049	0.009035816151
1050	0.009035796707
1051	0.009035804142
1052	0.009035787939
1053	0.009035694821
1054	0.009035618668
1055	0.009035615427
1056	0.00903559932
1057	0.009035595412
1058	0.009035595412
1059	0.009035524978
1060	0.009035507155
1061	0.009035475321
1062	0.009035452351
1063	0.00903544263
1064	0.00903544263
1065	0.009035388398
1066	0.009035365619
1067	0.009035340934
1068	0.009028738317
1069	0.009028705435
1070	0.009028631664
1071	0.009028602309
1072	0.009028595828
1073	0.009028589823
1074	0.009028602404
1075	0.00902861327
1076	0.009028592111
1077	0.009028577528
1078	0.009028589061
1079	0.009028603453
1080	0.009028604882
1081	0.0090244769
1082	0.009024460793
1083	0.008957269834
1084	0.008957247531
1085	0.008957230566
1086	0.008957152221
1087	0.008957144024
1088	0.008957142499
1089	0.008957122198
1090	0.008957054242
1091	0.008957047284
1092	0.008957051097
1093	0.008887107387
1094	0.008885267709
1095	0.008885265326
1096	0.008885262848
1097	0.008885265421
1098	0.008885238544
1099	0.008885241022
1100	0.008885224057
1101	0.008885199562
1102	0.008885192032
1103	0.008885197465
1104	0.008885121884
1105	0.008885107016
1106	0.008885050211
1107	0.008885034294
1108	0.008885048972
1109	0.008885035342
1110	0.008885044873
1111	0.008884962049
1112	0.008884966624
1113	0.008884938984
1114	0.008884944321
1115	0.008884877223
1116	0.0088848472
1117	0.008884828043
1118	0.008884833952
1119	0.008884725489
1120	0.008884606923
1121	0.008884591768
1122	0.008884557457
1123	0.00888454154
1124	0.00888444337
1125	0.008884401339
1126	0.008884406771
1127	0.008884406771
1128	0.008884333573
1129	0.00888432814
1130	0.008884320515
1131	0.008884259231
1132	0.008884273528
1133	0.008884259517
1134	0.008884208812
1135	0.008884203379
1136	0.00888414219
1137	0.00888414381
1138	0.00888415906
1139	0.008884144001
1140	0.008884142476
1141	0.008884143334
1142	0.008884107306
1143	0.008883990551
1144	0.00888397473
1145	0.008883956335
1146	0.008883932222
1147	0.008883888093
1148	0.008882591778
1149	0.008882591683
1150	0.008879099706
1151	0.008876959229
1152	0.008831311626
1153	0.008831293517
1154	0.008831290467
1155	0.008831250722
1156	0.008831247958
1157	0.008831080689
1158	0.00883107478
1159	0.008831074017
1160	0.008830929241
1161	0.008830907796
1162	0.008830864525
1163	0.008830837934
1164	0.008830828784
1165	0.008830825734
1166	0.008830802669
1167	0.008830790565
1168	0.008830756158
1169	0.008830752536
1170	0.008830756443
1171	0.00883076321
1172	0.008830676097
1173	0.008830677908
1174	0.008830687058
1175	0.008829628828
1176	0.00882475085
1177	0.008774526353
1178	0.008760494016
1179	0.008760443693
1180	0.00876045818
1181	0.008760442358
1182	0.008758614022
1183	0.008756130904
1184	0.008753532175
1185	0.008749106634
1186	0.008748682408
1187	0.008748583953
1188	0.00874852
1189	0.008748519714
1190	0.008748526767
1191	0.008748511708
1192	0.008747495224
1193	0.008747486646
1194	0.0087474449
1195	0.008747449475
1196	0.008747449475
1197	0.008747449475
1198	0.008747449475
1199	0.008747449475
1200	0.008747449475
1201	0.008746948238
1202	0.008746906969
1203	0.008746888479
1204	0.008745126288
1205	0.00874500715
1206	0.00874482749
1207	0.008743840362
1208	0.00874376297
1209	0.008743737713
1210	0.008742761259
1211	0.008735575915
1212	0.008728197377
1213	0.008701730103
1214	0.00870169989
1215	0.008700052929
1216	0.008700032151
1217	0.008700003939
1218	0.008700021
1219	0.008699978778
1220	0.008699955331
1221	0.008698700477
1222	0.008698646912
1223	0.008697156069
1224	0.008697062189
1225	0.008695135206
1226	0.008693166668
1227	0.008635419811
1228	0.008633431353
1229	0.0086315058
1230	0.008629585871
1231	0.008605606575
1232	0.008603677687
1233	0.008603670729
1234	0.008602047691
1235	0.008575956702
1236	0.008573181935
1237	0.008543116413
1238	0.008542986505
1239	0.008541057807
1240	0.008539155129
1241	0.00853915551
1242	0.008539129871
1243	0.008537531614
1244	0.00853747214
1245	0.008537427726
1246	0.008537435636
1247	0.008537268748
1248	0.008535442127
1249	0.008518110436
1250	0.008518112247
1251	0.008518067927
1252	0.008500216509
1253	0.008496805832
1254	0.008494628279
1255	0.008494621607
1256	0.008494613696
1257	0.008494606834
1258	0.008494552602
1259	0.008492712162
1260	0.008490172715
1261	0.008488552918
1262	0.008487657097
1263	0.008486075233
1264	0.008485920544
1265	0.008485882992
1266	0.008485871459
1267	0.008485798356
1268	0.008452027935
1269	0.008427638424
1270	0.008427635374
1271	0.008427610022
1272	0.00842581228
1273	0.008423291705
1274	0.008423252247
1275	0.008423141592
1276	0.008423136254
1277	0.008399283722
1278	0.008399238735
1279	0.008364381872
1280	0.008362799531
1281	0.008362788094
1282	0.00836275159
1283	0.00836275159
1284	0.008362719566
1285	0.008362688018
1286	0.008362684492
1287	0.00836042745
1288	0.008360295064
1289	0.008360290203
1290	0.008333638504
1291	0.008332417389
1292	0.008332032336
1293	0.008331462095
1294	0.008329872892
1295	0.008329870509
1296	0.0083273872
1297	0.008325623389
1298	0.008318415552
1299	0.008318418506
1300	0.00829280159
1301	0.008287759869
1302	0.008287685336
1303	0.008286191539
1304	0.008284711466
1305	0.008284695168
1306	0.008281631039
1307	0.008235707608
1308	0.008233981635
1309	0.008233945036
1310	0.008233909866
1311	0.008233905196
1312	0.008233884514
1313	0.008233879748
1314	0.008233879748
1315	0.008233900716
1316	0.008233891662
1317	0.008233870217
1318	0.008233874983
1319	0.008233486022
1320	0.008233486022
1321	0.008233480112
1322	0.008233489071
1323	0.008233478683
1324	0.008233432838
1325	0.008233430456
1326	0.008233408248
1327	0.008233399385
1328	0.008233398336
1329	0.008233305123
1330	0.008233293209
1331	0.008233299404
1332	0.008233271192
1333	0.008233263758
1334	0.008233279484
1335	0.008233279484
1336	0.008233279484
1337	0.008233279484
1338	0.008233279484
1339	0.008233254704
1340	0.008233217247
1341	0.008233220964
1342	0.008233206191
1343	0.008233187796
1344	0.008233161681
1345	0.008233184651
1346	0.008233161681
1347	0.008233125939
1348	0.008180591885
1349	0.008159440445
1350	0.008157676348
1351	0.008157627263
1352	0.008157619829
1353	0.008157568933
1354	0.008157552635
1355	0.00815606894
1356	0.008156046542
1357	0.008151771783
1358	0.008151029411
1359	0.008151033605
1360	0.008150215462
1361	0.008146071563
1362	0.008126557266
1363	0.008123435761
1364	0.008121197781
1365	0.008094475647
1366	0.008093263682
1367	0.008091582409
1368	0.008089946695
1369	0.008088329471
1370	0.008086721682
1371	0.008058165398
1372	0.008058149672
1373	0.008058109165
1374	0.008052249015
1375	0.008052251112
1376	0.008051991868
1377	0.008015096223
1378	0.008013117583
1379	0.008013108814
1380	0.008013095566
1381	0.008013092611
1382	0.008013068212
1383	0.008013077076
1384	0.008013045433
1385	0.008013007213
1386	0.008012979573
1387	0.008012984339
1388	0.008012994251
1389	0.008012918765
1390	0.008012895319
1391	0.008012857195
1392	0.008012879212
1393	0.00801287092
1394	0.008012835083
1395	0.008012832414
1396	0.008012789429
1397	0.008012797912
1398	0.008012763505
1399	0.00801277437
1400	0.008012699552
1401	0.008012699552
1402	0.008012699552
1403	0.008012699552
1404	0.008012699552
1405	0.008012699552
1406	0.008012699552
1407	0.008012699552
1408	0.008012685637
1409	0.008012668385
1410	0.008012570025
1411	0.008012536667
1412	0.008012512172
1413	0.008012509313
1414	0.008011370355
1415	0.00801137169
1416	0.008011340428
1417	0.008011350531
1418	0.008011284099
1419	0.007932613307
1420	0.007931927073
1421	0.007900233748
1422	0.007897664279
1423	0.007891115226
1424	0.007889525928
1425	0.007868580548
1426	0.007868547857
1427	0.007867154802
1428	0.007866018514
1429	0.007864391758
1430	0.007863636329
1431	0.007862290263
1432	0.007846036244
1433	0.0078400276
1434	0.007838299816
1435	0.007838310586
1436	0.007838271604
1437	0.007838261692
1438	0.007836699271
1439	0.007835381226
1440	0.007833785828
1441	0.007803971067
1442	0.007801864711
1443	0.007792956444
1444	0.007791413847
1445	0.007754399923
1446	0.007753233421
1447	0.007751863145
1448	0.007751854567
1449	0.007751836649
1450	0.007751819874
1451	0.007751792139
1452	0.00775177565
1453	0.007751142219
1454	0.007749594285
1455	0.007740994727
1456	0.00773886645
1457	0.007738861112
1458	0.007738849008
1459	0.007738849008
1460	0.00771196113
1461	0.007711941115
1462	0.007711195503
1463	0.007711149086
1464	0.007678467013
1465	0.00767845548
1466	0.00767844471
1467	0.007678405919
1468	0.007678385713
1469	0.007678390764
1470	0.007678392289
1471	0.007678350639
1472	0.007678345873
1473	0.007678294025
1474	0.007640068612
1475	0.00763999913
1476	0.007639975779
1477	0.007639938132
1478	0.007639962817
1479	0.007639929077
1480	0.007639924312
1481	0.007635488287
1482	0.00763063995
1483	0.007630612406
1484	0.00763061069
1485	0.007630601731
1486	0.007630582097
1487	0.007630594011
1488	0.007630563035
1489	0.007630556935
1490	0.007630543973
1491	0.007630526245
1492	0.007630529772
1493	0.007630510424
1494	0.007630484309
1495	0.007630485834
1496	0.00763045095
1497	0.0076304479
1498	0.007630413207
1499	0.007630428076
